frame_path,label,split,dataset
datasets\ucf_crime\Train\Fighting\Fighting051_x264_2850.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_252\V_252_f00000.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_844\V_844_f00005.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos633_x264_163120.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_981\NV_981_f00004.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_498\V_498_f00003.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_186\NV_186_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos714_x264_76730.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_753\NV_753_f00003.jpg,0,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse026_x264_360.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos540_x264_22060.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting002_x264_370.png,1,train,ucf
outputs\frames\scvd\train\nonviolence\Normal357\Normal357_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\Fighting\Fighting020_x264_570.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos701_x264_17800.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse004_x264_1980.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_965\NV_965_f00004.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_994\V_994_f00002.jpg,1,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal602\Normal602_f00000.jpg,0,train,scvd
outputs\frames\rlvs\train\violence\V_921\V_921_f00004.jpg,1,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal279\Normal279_f00000.jpg,0,train,scvd
outputs\frames\rlvs\train\violence\V_402\V_402_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse042_x264_6390.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_420\NV_420_f00001.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_535\NV_535_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\Assault\Assault027_x264_1660.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_423\V_423_f00002.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_836\NV_836_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos307_x264_278430.png,0,train,ucf
datasets\ucf_crime\Train\Assault\Assault033_x264_870.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_156\V_156_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting025_x264_3160.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos611_x264_820.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_902\NV_902_f00002.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_350\NV_350_f00005.jpg,0,train,rlvs
outputs\frames\scvd\train\violence\Violence637\Violence637_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\Abuse\Abuse035_x264_680.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse022_x264_2330.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos331_x264_12620.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos547_x264_71590.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting040_x264_260.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_495\NV_495_f00001.jpg,0,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal812\Normal812_f00000.jpg,0,train,scvd
outputs\frames\rlvs\train\violence\V_254\V_254_f00005.jpg,1,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal483\Normal483_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos547_x264_130250.png,0,train,ucf
outputs\frames\scvd\train\violence\Weaponized637\Weaponized637_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos633_x264_108710.png,0,train,ucf
outputs\frames\scvd\train\nonviolence\Normal481\Normal481_f00000.jpg,0,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_281\NV_281_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos484_x264_13710.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_484\V_484_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos307_x264_2330.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos396_x264_40330.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_345120.png,0,train,ucf
outputs\frames\scvd\train\violence\Weaponized006\Weaponized006_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_617\NV_617_f00001.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_737\NV_737_f00000.jpg,0,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal137\Normal137_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos701_x264_960.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_240\V_240_f00001.jpg,1,train,rlvs
outputs\frames\scvd\train\violence\Weaponized009\Weaponized009_f00000.jpg,1,train,scvd
outputs\frames\scvd\train\violence\Weaponized204\Weaponized204_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\violence\V_129\V_129_f00004.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos713_x264_15980.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos517_x264_1010.png,0,train,ucf
outputs\frames\scvd\train\violence\Violence469\Violence469_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos855_x264_11990.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_791510.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_17510.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_193\V_193_f00002.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_735\NV_735_f00004.jpg,0,train,rlvs
outputs\frames\scvd\train\violence\Weaponized106\Weaponized106_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\violence\V_713\V_713_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_208370.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_622\V_622_f00003.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_456\NV_456_f00000.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_819\V_819_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos307_x264_141860.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting049_x264_580.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting043_x264_120.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos533_x264_37220.png,0,train,ucf
outputs\frames\scvd\train\nonviolence\Normal430\Normal430_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\Fighting\Fighting011_x264_3900.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_917\NV_917_f00002.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_126\V_126_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos572_x264_1320.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_824\NV_824_f00003.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_789\V_789_f00200.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos471_x264_74810.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos480_x264_1370.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_450\V_450_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos475_x264_16220.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos863_x264_290.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos547_x264_7830.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_199\NV_199_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos471_x264_33290.png,0,train,ucf
datasets\ucf_crime\Train\Assault\Assault003_x264_2770.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_569\NV_569_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos646_x264_3940.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_4\V_4_f00000.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_12\NV_12_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\Assault\Assault032_x264_470.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_914\V_914_f00003.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos425_x264_39680.png,0,train,ucf
datasets\ucf_crime\Train\Assault\Assault027_x264_2830.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_789\V_789_f00189.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_877\V_877_f00004.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_336\NV_336_f00000.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_783\V_783_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_615\V_615_f00002.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_789\V_789_f00214.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos354_x264_970.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_917\V_917_f00004.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_204\V_204_f00002.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_968\V_968_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting051_x264_4470.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos642_x264_19700.png,0,train,ucf
datasets\ucf_crime\Train\Assault\Assault008_x264_5050.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos786_x264_3910.png,0,train,ucf
outputs\frames\scvd\train\nonviolence\Normal215\Normal215_f00000.jpg,0,train,scvd
outputs\frames\scvd\train\violence\Weaponized500\Weaponized500_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\violence\V_398\V_398_f00110.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting041_x264_23830.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting034_x264_5340.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos819_x264_34090.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_789\V_789_f00051.jpg,1,train,rlvs
datasets\ucf_crime\Train\Assault\Assault008_x264_6130.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos245_x264_460.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_367\NV_367_f00000.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_576\V_576_f00003.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_562\NV_562_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos221_x264_2210.png,0,train,ucf
datasets\ucf_crime\Train\Assault\Assault034_x264_2110.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_381\NV_381_f00001.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_626\V_626_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_386220.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_140\V_140_f00003.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos425_x264_92610.png,0,train,ucf
outputs\frames\scvd\train\nonviolence\Normal735\Normal735_f00000.jpg,0,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_442\NV_442_f00000.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_7\V_7_f00003.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting044_x264_1330.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_390\NV_390_f00002.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_490\V_490_f00000.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_398\V_398_f00062.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos510_x264_26160.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_151\V_151_f00004.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_955\NV_955_f00004.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_322\NV_322_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse015_x264_1270.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_138\NV_138_f00000.jpg,0,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting051_x264_240.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_778\NV_778_f00000.jpg,0,train,rlvs
datasets\ucf_crime\Train\Assault\Assault005_x264_610.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_223\NV_223_f00003.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_282\NV_282_f00003.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_346\V_346_f00003.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_360\NV_360_f00006.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_638460.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_34\NV_34_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos623_x264_2990.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_922\NV_922_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse032_x264_2940.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos633_x264_126510.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_284\V_284_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting041_x264_670.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse050_x264_1350.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse047_x264_510.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_796\NV_796_f00000.jpg,0,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting010_x264_1350.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_131\V_131_f00003.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_699\V_699_f00002.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_992\NV_992_f00168.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_739\NV_739_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting027_x264_1810.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting046_x264_1780.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos713_x264_32980.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_732\NV_732_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting041_x264_29500.png,1,train,ucf
outputs\frames\scvd\train\violence\Violence828\Violence828_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos633_x264_106820.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_599\V_599_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting024_x264_150.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_785\V_785_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos472_x264_120.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_221\V_221_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_61\NV_61_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_29890.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_102\V_102_f00004.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_672\V_672_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos111_x264_12560.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse012_x264_610.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting008_x264_11680.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse031_x264_380.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos590_x264_8770.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_789\V_789_f00133.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos633_x264_11490.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_891\NV_891_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos947_x264_52250.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse004_x264_4770.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_259\V_259_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\Assault\Assault027_x264_1110.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos295_x264_690.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos137_x264_34420.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos058_x264_770.png,0,train,ucf
datasets\ucf_crime\Train\Assault\Assault015_x264_730.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting029_x264_1730.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting036_x264_3410.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_133\NV_133_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse042_x264_19140.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos563_x264_43530.png,0,train,ucf
outputs\frames\scvd\train\violence\Violence459\Violence459_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_84\NV_84_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos226_x264_5970.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos160_x264_690.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos633_x264_370870.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_160\NV_160_f00000.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_315\V_315_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos681_x264_10680.png,0,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse004_x264_13850.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_318\V_318_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_555\NV_555_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse039_x264_1510.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_896\NV_896_f00000.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_544\V_544_f00004.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_167\V_167_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_203\V_203_f00005.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos307_x264_254550.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting051_x264_5640.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse004_x264_16370.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_280\V_280_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting015_x264_520.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_523\V_523_f00003.jpg,1,train,rlvs
outputs\frames\rlvs\train\violence\V_946\V_946_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse003_x264_1070.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse035_x264_590.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_922\NV_922_f00004.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_550\NV_550_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting027_x264_3070.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos533_x264_38070.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos525_x264_7310.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_210\V_210_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse012_x264_80.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos139_x264_23980.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos441_x264_1040.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_472\NV_472_f00002.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos547_x264_51610.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos471_x264_114580.png,0,train,ucf
outputs\frames\scvd\train\violence\Violence417\Violence417_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\nonviolence\NV_660\NV_660_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos608_x264_3620.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_349\V_349_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_111\NV_111_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting041_x264_18520.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_484\NV_484_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\Abuse\Abuse004_x264_2240.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos473_x264_11140.png,0,train,ucf
outputs\frames\scvd\train\nonviolence\Normal035\Normal035_f00000.jpg,0,train,scvd
outputs\frames\rlvs\train\violence\V_818\V_818_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos243_x264_580.png,0,train,ucf
datasets\ucf_crime\Train\Assault\Assault035_x264_210.png,1,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_395\NV_395_f00002.jpg,0,train,rlvs
outputs\frames\scvd\train\violence\Weaponized342\Weaponized342_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\Fighting\Fighting009_x264_640.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_789\V_789_f00110.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos397_x264_34750.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_377\NV_377_f00003.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_346\V_346_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_838\NV_838_f00003.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos785_x264_32170.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting010_x264_5040.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos144_x264_5200.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos463_x264_3450.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos536_x264_5040.png,0,train,ucf
datasets\ucf_crime\Train\Assault\Assault005_x264_340.png,1,train,ucf
datasets\ucf_crime\Train\Abuse\Abuse004_x264_1610.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos714_x264_71790.png,0,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting050_x264_1470.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos473_x264_15210.png,0,train,ucf
outputs\frames\scvd\train\violence\Violence529\Violence529_f00000.jpg,1,train,scvd
datasets\ucf_crime\Train\Assault\Assault015_x264_1070.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos473_x264_38740.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_361\V_361_f00003.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos747_x264_560.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_987\V_987_f00001.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_995\NV_995_f00004.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_998\NV_998_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos307_x264_293390.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_148\NV_148_f00000.jpg,0,train,rlvs
outputs\frames\scvd\train\nonviolence\Normal736\Normal736_f00000.jpg,0,train,scvd
datasets\ucf_crime\Train\NormalVideos\Normal_Videos089_x264_4140.png,0,train,ucf
outputs\frames\scvd\train\violence\Weaponized088\Weaponized088_f00000.jpg,1,train,scvd
outputs\frames\scvd\train\violence\Weaponized393\Weaponized393_f00000.jpg,1,train,scvd
outputs\frames\rlvs\train\violence\V_602\V_602_f00002.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos633_x264_377760.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_756\V_756_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting041_x264_24000.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_603\V_603_f00000.jpg,1,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting041_x264_2870.png,1,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_763390.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_614\V_614_f00002.jpg,1,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_39\NV_39_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos308_x264_501040.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_207\NV_207_f00004.jpg,0,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos225_x264_7190.png,0,train,ucf
datasets\ucf_crime\Train\NormalVideos\Normal_Videos218_x264_1010.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_317\NV_317_f00000.jpg,0,train,rlvs
outputs\frames\rlvs\train\nonviolence\NV_598\NV_598_f00001.jpg,0,train,rlvs
datasets\ucf_crime\Train\Fighting\Fighting027_x264_2260.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting011_x264_3450.png,1,train,ucf
datasets\ucf_crime\Train\Fighting\Fighting025_x264_2440.png,1,train,ucf
outputs\frames\rlvs\train\violence\V_117\V_117_f00001.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos633_x264_49990.png,0,train,ucf
outputs\frames\rlvs\train\nonviolence\NV_782\NV_782_f00001.jpg,0,train,rlvs
outputs\frames\rlvs\train\violence\V_789\V_789_f00170.jpg,1,train,rlvs
datasets\ucf_crime\Train\NormalVideos\Normal_Videos836_x264_29580.png,0,train,ucf
outputs\frames\rlvs\train\violence\V_825\V_825_f00002.jpg,1,train,rlvs
